                mar1  chr1               mar2 chr2 fem  mal    LOD
           GATA27A06  5            GATA182E04 23  0.50 0.18   4.63
           GATA27A06  5            AFMb018wd9 23  0.42 0.17   5.00
           GATA27A06  5            AFMb354wa9 23  0.39 0.19   4.64
           GATA27A06  5            AFMa212xf5 23  0.23 0.18   5.19
           GATA27A06  5             AFM345wg9 23  0.41 0.19   4.14
           GATA27A06  5            AFM224zg11 23  0.46 0.18   4.67
           GATA27A06  5            AFMb041yf9 23  0.00 0.19   4.42
           GATA27A06  5             AFM254wh1 23  0.41 0.18   4.45
          AFM190xc11  5              ATA14A02 23  0.22 0.28   4.11
          AFM190xc11  5             GATA31D10 23  0.32 0.33   3.09
          AFM190xc11  5             GATA45H11 23  0.39 0.28   3.31
          AFM190xc11  5            GATA189B04 23  0.38 0.21   4.29
          AFM190xc11  5            AFM191za11 23  0.31 0.33   3.05
           AFM238xf4  5            GATA189B04 23  0.35 0.26   3.33
           AFM238xf4  5             GATA29G07 23  0.29 0.32   3.29
           AFM063ya5  5           GATA151F04A 23  0.27 0.18   4.48
           AFM063ya5  5            GATA151F04 23  0.37 0.20   3.50
           AFM063ya5  5            GATA192D07 23  0.36 0.22   3.18
           AFM063ya5  5             AFM350zf5 23  0.28 0.25   3.21
           AFM063ya5  5                UT6128 23  0.50 0.10   3.20
           AFM063ya5  5             AFM311vg5 23  0.38 0.25   3.10
           AFM063ya5  5            AFMc020wb9 23  0.35 0.25   3.00
           AFM063ya5  5            AFMc006wg5 23  0.35 0.25   3.00
           AFM063ya5  5            AFMa285xg5 23  0.38 0.23   3.24
           AFM063ya5  5              ATA14A02 23  0.22 0.11   6.36
           AFM063ya5  5             GATA31D10 23  0.38 0.23   3.24
           AFM063ya5  5             AFM116xg1 23  0.37 0.26   3.05
           AFM063ya5  5             GATA45H11 23  0.45 0.11   5.17
           AFM063ya5  5             AFM119xa5 23  0.33 0.25   3.31
           AFM063ya5  5            GATA189B04 23  0.41 0.13   4.37
           AFM063ya5  5             GATA41B11 23  0.40 0.23   3.10
           AFM063ya5  5             GATA31F01 23  0.38 0.23   3.27
           AFM063ya5  5             GATA29G07 23  0.34 0.23   3.65
           AFM063ya5  5             AFM340ye1 23  0.34 0.25   3.16
           AFM063ya5  5            AFMa051tc5 23  0.34 0.25   3.49
           AFM063ya5  5            AFM191za11 23  0.31 0.25   3.43
           AFM063ya5  5                 UT583 23  0.25 0.10   3.58
           AFM063ya5  5             AFM263we1 23  0.32 0.26   3.10
           AFM063ya5  5             GATA10C11 23  0.39 0.24   3.04
           AFM063ya5  5            AFMa086wg5 23  0.18 0.25   3.47
           AFM063ya5  5            GATA165B12 23  0.48 0.22   3.10
           AFM063ya5  5            AFMa119xf1 23  0.33 0.23   3.26
           AFM063ya5  5            AFMa046wb9 23  0.40 0.22   3.31
           AFM063ya5  5                 UT763 23  0.33 0.10   3.34
           GATA89G08  5           GATA151F04A 23  0.33 0.19   3.70
           GATA89G08  5            GATA151F04 23  0.24 0.24   3.88
           GATA89G08  5           GATA151F04B 23  0.30 0.21   3.90
           GATA89G08  5             AFM205tf2 23  0.28 0.36   3.08
           GATA89G08  5              GATA6B08 23  0.25 0.37   3.06
           GATA89G08  5             AFM212xe5 23  0.29 0.36   3.20
           GATA89G08  5             AFM263we1 23  0.32 0.27   3.38
          GATA156G02  5              ATA14A02 23  0.13 0.28   3.47
          GATA156G02  5             GATA69B12 23  0.20 0.27   3.32
           AFM198wg9  5            GATA151F04 23  0.24 0.29   3.61
           AFM198wg9  5              GGAT3F08 23  0.35 0.23   3.58
           GATA61C02  5            AFMa040ye1 23  0.35 0.25   3.17
           GATA61C02  5             GATA45H11 23  0.32 0.27   3.21
           GATA61C02  5             GATA29G07 23  0.24 0.35   3.61
           GATA61C02  5             AFM340ye1 23  0.25 0.35   3.01
           GATA61C02  5             AFM263we1 23  0.27 0.28   3.41
            GATA5F09  5           GATA151F04A 23  0.39 0.23   3.13
            GATA5F09  5            AFMb290xg5 23  0.33 0.25   4.35
            GATA5F09  5            AFMa141xe5 23  0.48 0.26   3.12
            GATA5F09  5            AFMa082zh1 23  0.39 0.27   3.26
            GATA5F09  5            AFMa189ye9 23  0.42 0.26   3.41
            GATA5F09  5            GATA192D07 23  0.36 0.27   3.38
            GATA5F09  5             AFM319te9 23  0.45 0.27   3.07
            GATA5F09  5             AFM319yg5 23  0.45 0.26   3.28
            GATA5F09  5            GATA164D10 23  0.42 0.27   3.14
            GATA5F09  5             AFM205tf2 23  0.42 0.27   3.41
            GATA5F09  5            AFMa073zg9 23  0.40 0.27   3.17
            GATA5F09  5              GATA6B08 23  0.37 0.27   3.27
            GATA5F09  5             AFM212xe5 23  0.43 0.27   3.28
            GATA5F09  5            AFMa137xg9 23  0.35 0.27   3.91
            GATA5F09  5            GATA124B04 23  0.37 0.26   3.73
            GATA5F09  5            AFMa067yd1 23  0.35 0.26   3.97
            GATA5F09  5             AFM309yc1 23  0.41 0.26   3.32
            GATA5F09  5            AFMb285yg9 23  0.44 0.26   3.38
            GATA5F09  5            AFMa184wf1 23  0.37 0.27   3.64
            GATA5F09  5             AFM126zd2 23  0.42 0.27   3.05
            GATA5F09  5            AFMa244ya9 23  0.40 0.26   3.36
            GATA5F09  5             AFM311vf5 23  0.39 0.27   3.26
            GATA5F09  5            AFMa163tc1 23  0.50 0.26   3.04
            GATA5F09  5            GATA175D03 23  0.45 0.27   3.04
            GATA5F09  5             AFM207zd6 23  0.48 0.26   3.11
            GATA5F09  5            AFMa282vd1 23  0.50 0.26   3.10
            GATA5F09  5             AFM291wf5 23  0.50 0.26   3.10
            GATA5F09  5            AFMa152xf1 23  0.50 0.26   3.10
            GATA5F09  5            AFMa244zg1 23  0.50 0.26   3.10
            GATA5F09  5            AFMa176zb1 23  0.43 0.26   3.22
            GATA5F09  5            AFMa346zc1 23  0.46 0.26   3.17
            GATA5F09  5            AFMa152wc5 23  0.44 0.26   3.30
            GATA5F09  5             AFM316yf5 23  0.45 0.26   3.24
            GATA5F09  5             AFM337wd5 23  0.50 0.26   3.10
            GATA5F09  5             AFM163yh2 23  0.50 0.26   3.04
            GATA5F09  5            AFMa045yg9 23  0.49 0.26   3.11
            GATA5F09  5            AFMb292yc5 23  0.47 0.26   3.14
            GATA5F09  5            AFMa053yg1 23  0.49 0.26   3.10
            GATA5F09  5            AFMb294wf9 23  0.50 0.26   3.10
            GATA5F09  5            AFMb074zg1 23  0.50 0.26   3.10
            GATA5F09  5            AFMa189xc5 23  0.50 0.26   3.10
            GATA5F09  5            AFMa073zd5 23  0.50 0.26   3.10
            GATA5F09  5             AFM205yd2 23  0.48 0.26   3.13
            GATA5F09  5            AFMb320wg5 23  0.40 0.26   3.41
            GATA5F09  5             AFM333wf1 23  0.50 0.26   3.10
            GATA5F09  5             AFM292wb9 23  0.50 0.25   3.39
            GATA5F09  5            AFMa121xc9 23  0.50 0.26   3.10
            GATA5F09  5            AFMa295za5 23  0.50 0.26   3.10
            GATA5F09  5            AFMb277zb1 23  0.50 0.26   3.10
            GATA5F09  5            GATA186D06 23  0.46 0.26   3.17
            GATA5F09  5             AFM297yd1 23  0.44 0.26   3.25
            GATA5F09  5            AFMa183wf5 23  0.50 0.26   3.10
            GATA5F09  5            AFMa129zh1 23  0.42 0.27   3.26
            GATA5F09  5            AFMa062xa9 23  0.50 0.26   3.10
            GATA5F09  5            AFM238yc11 23  0.44 0.27   3.07
            GATA5F09  5              ATA70F07 23  0.50 0.26   3.10
            GATA5F09  5             AFM200ye7 23  0.44 0.27   3.13
            GATA5F09  5            AFMa151xe1 23  0.48 0.26   3.23
            GATA5F09  5            AFMa100wd5 23  0.45 0.26   3.18
            GATA5F09  5            AFMa124xd9 23  0.45 0.25   3.51
            GATA5F09  5             AFM269yc5 23  0.41 0.26   3.38
            GATA5F09  5             GATA31B12 23  0.50 0.25   3.39
            GATA5F09  5             AFM289wf5 23  0.49 0.25   3.39
            GATA5F09  5            AFMa246ze9 23  0.46 0.27   3.01
            GATA5F09  5            AFMc012zc1 23  0.42 0.26   3.42
            GATA5F09  5            AFMb291yc9 23  0.49 0.26   3.11
            GATA5F09  5            AFMc024xc5 23  0.45 0.26   3.20
            GATA5F09  5            GATA144D04 23  0.49 0.26   3.11
            GATA5F09  5            GATA160B08 23  0.43 0.26   3.28
            GATA5F09  5             AFM276xf5 23  0.44 0.27   3.12
            GATA5F09  5             AFM168ya3 23  0.42 0.27   3.03
            GATA5F09  5             AFM119xd6 23  0.43 0.26   3.49
            GATA5F09  5             AFM273zc1 23  0.48 0.25   3.40
            GATA5F09  5            AFMa163wf9 23  0.42 0.26   3.42
            GATA5F09  5            AFMa163td5 23  0.43 0.26   3.36
            GATA5F09  5             GATA72E05 23  0.44 0.26   3.35
            GATA5F09  5             GATA64D08 23  0.50 0.26   3.10
            GATA5F09  5             AFM248wf9 23  0.43 0.26   3.38
            GATA5F09  5             AFM191vc5 23  0.44 0.26   3.27
            GATA5F09  5            AFM137xe11 23  0.50 0.26   3.10
            GATA5F09  5             AFM106xa3 23  0.44 0.27   3.16
            GATA5F09  5             AFM282za9 23  0.42 0.27   3.23
            GATA5F09  5             AFM151xf6 23  0.45 0.27   3.07
            GATA5F09  5                UT6128 23  0.50 0.10   3.45
            GATA5F09  5            AFMb314xf1 23  0.50 0.26   3.10
            GATA5F09  5            AFMa230vc1 23  0.41 0.25   3.63
            GATA5F09  5            AFMa323xh1 23  0.49 0.26   3.11
            GATA5F09  5             AFM287zg1 23  0.43 0.27   3.09
            GATA5F09  5             AFM261zh5 23  0.42 0.27   3.11
            GATA5F09  5            AFMa074zd9 23  0.44 0.25   3.54
            GATA5F09  5            AFMa099wb9 23  0.43 0.27   3.17
            GATA5F09  5            AFMb285ze1 23  0.42 0.26   3.35
            GATA5F09  5            AFMa218yc9 23  0.00 0.26   3.10
            GATA5F09  5            AFMa223wd1 23  0.43 0.26   3.37
            GATA5F09  5             AFM205xe9 23  0.50 0.26   3.10
            GATA5F09  5             AFM078za1 23  0.42 0.27   3.20
            GATA5F09  5             AFM311vg5 23  0.34 0.26   4.68
            GATA5F09  5            AFMc020wb9 23  0.35 0.26   3.68
            GATA5F09  5            AFMc006wg5 23  0.37 0.26   3.72
            GATA5F09  5            AFMb310yf9 23  0.36 0.26   3.83
            GATA5F09  5            AFMa285xg5 23  0.32 0.26   4.40
            GATA5F09  5            AFMa040ye1 23  0.38 0.26   3.86
            GATA5F09  5             AFM303wd1 23  0.34 0.27   3.70
            GATA5F09  5              ATA14A02 23  0.34 0.19   5.33
            GATA5F09  5            AFMa060za9 23  0.40 0.27   3.11
            GATA5F09  5             GATA31D10 23  0.34 0.26   4.31
            GATA5F09  5             AFM072za5 23  0.40 0.26   3.73
            GATA5F09  5            AFMb337we9 23  0.41 0.27   3.25
            GATA5F09  5             AFM116xg1 23  0.36 0.27   3.78
            GATA5F09  5             GATA45H11 23  0.37 0.19   5.58
            GATA5F09  5             AFM273zd5 23  0.43 0.25   3.51
            GATA5F09  5             AFM119xa5 23  0.31 0.27   4.55
            GATA5F09  5             AFM156xh8 23  0.31 0.27   4.29
            GATA5F09  5            AFMb357xe5 23  0.35 0.26   4.44
            GATA5F09  5             AFM056yb8 23  0.35 0.27   4.45
            GATA5F09  5            AFMa104xf5 23  0.36 0.27   3.98
            GATA5F09  5             AFM308xb9 23  0.36 0.27   3.87
            GATA5F09  5             AFM249vh5 23  0.38 0.27   3.23
            GATA5F09  5             AFM234tf8 23  0.41 0.27   3.12
            GATA5F09  5             AFM207zg5 23  0.38 0.27   3.27
            GATA5F09  5            GATA189B04 23  0.33 0.21   5.10
            GATA5F09  5             AFM288ye9 23  0.33 0.27   4.10
            GATA5F09  5             GATA41B11 23  0.33 0.26   4.21
            GATA5F09  5              ATA83F07 23  0.30 0.27   3.49
            GATA5F09  5             AFM262vg1 23  0.33 0.27   4.23
            GATA5F09  5             AFM136yc7 23  0.33 0.25   4.66
            GATA5F09  5             GATA31F01 23  0.31 0.25   5.38
            GATA5F09  5             AFM270zd9 23  0.31 0.26   4.05
            GATA5F09  5             GATA29G07 23  0.29 0.26   5.19
            GATA5F09  5             AFM340ye1 23  0.29 0.26   4.89
            GATA5F09  5            AFMa246ze5 23  0.41 0.26   3.29
            GATA5F09  5            AFMa162tc1 23  0.36 0.26   4.00
            GATA5F09  5            AFMa051tc5 23  0.32 0.26   4.82
            GATA5F09  5            AFM191za11 23  0.28 0.26   5.50
            GATA5F09  5            AFMa162yc9 23  0.36 0.26   3.46
            GATA5F09  5                 UT583 23  0.26 0.10   4.09
            GATA5F09  5             AFM337tg9 23  0.33 0.27   4.70
            GATA5F09  5            AFMb318wh5 23  0.35 0.26   4.66
            GATA5F09  5            AFMb355zh9 23  0.36 0.26   3.86
            GATA5F09  5              ATA31E12 23  0.40 0.27   3.35
            GATA5F09  5            AFMa099wh1 23  0.41 0.27   3.21
            GATA5F09  5             AFM276wa5 23  0.31 0.26   4.03
            GATA5F09  5             AFM263we1 23  0.29 0.27   4.21
            GATA5F09  5            AFMb083yb5 23  0.35 0.26   3.90
            GATA5F09  5            AFMa052xc1 23  0.41 0.26   3.42
            GATA5F09  5             AFM274zb5 23  0.38 0.26   3.67
            GATA5F09  5             AFM263wc1 23  0.42 0.27   3.11
            GATA5F09  5             AFM337zb1 23  0.40 0.27   3.02
            GATA5F09  5             GATA10C11 23  0.32 0.26   5.24
            GATA5F09  5             AFM203yd8 23  0.33 0.27   4.34
            GATA5F09  5             AFM328xb1 23  0.39 0.27   3.63
            GATA5F09  5            AFMa055zf1 23  0.29 0.26   3.97
            GATA5F09  5            GATA172D05 23  0.36 0.26   4.18
            GATA5F09  5             GATA46G10 23  0.40 0.26   3.58
            GATA5F09  5            AFMb319ya5 23  0.35 0.26   3.94
            GATA5F09  5            AFMa086wg5 23  0.18 0.26   4.15
            GATA5F09  5            AFMc013wd5 23  0.35 0.26   4.22
            GATA5F09  5            AFMb291xa5 23  0.38 0.26   3.73
            GATA5F09  5             AFM302xc9 23  0.45 0.27   3.01
            GATA5F09  5            AFMb291ye5 23  0.41 0.26   3.37
            GATA5F09  5             AFM280vf5 23  0.39 0.27   3.28
            GATA5F09  5             AFM248we5 23  0.39 0.27   3.76
            GATA5F09  5            AFMb331yc9 23  0.43 0.26   3.27
            GATA5F09  5            GATA165B12 23  0.43 0.26   3.34
            GATA5F09  5            AFMb303xd1 23  0.48 0.26   3.11
            GATA5F09  5            AFMa053yb9 23  0.42 0.27   3.24
            GATA5F09  5              ATA59C05 23  0.37 0.26   3.72
